fecha_compra,producto,categoria,cantidad,precio_unitario,cliente,ciudad,metodo_pago,estado_envio,total_venta
2024-09-24,Televisión,Electrónica,6,10033.84,Cliente_28,Monterrey,PayPal,Cancelado,60203.04
2024-02-04,Cereal,Alimentos,3,66.68,Cliente_16,CDMX,Transferencia,En camino,200.04
2024-09-23,Papel Higiénico,Hogar,7,112.29,Cliente_47,Monterrey,Tarjeta,Cancelado,786.03
2024-03-04,Arroz,Despensa,2,45.96,Cliente_81,Guadalajara,Tarjeta,Cancelado,91.92
2024-02-19,Televisión,Electrónica,2,16174.79,Cliente_92,Monterrey,PayPal,Entregado,32349.58
2024-09-11,Pan,Alimentos,6,29.65,Cliente_58,Puebla,PayPal,Cancelado,177.9
2024-05-28,Shampoo,Cuidado Personal,4,87.45,Cliente_76,CDMX,PayPal,Entregado,349.8
2024-11-20,Cereal,Alimentos,1,66.75,Cliente_27,Monterrey,Efectivo,Entregado,66.75
2024-10-30,Cereal,Alimentos,2,71.4,Cliente_53,CDMX,PayPal,Cancelado,142.8
2024-10-02,Leche,Alimentos,6,34.2,Cliente_42,CDMX,Efectivo,Entregado,205.2
2024-12-22,Refresco,Bebidas,6,44.25,Cliente_59,Guadalajara,Tarjeta,En camino,265.5
2024-06-20,Televisión,Electrónica,3,13722.06,Cliente_47,Guadalajara,Transferencia,En camino,41166.18
2024-07-19,Licuadora,Electrónica,7,1587.78,Cliente_94,Puebla,Transferencia,Cancelado,11114.46
2024-11-19,Cereal,Alimentos,4,56.02,Cliente_34,Toluca,Transferencia,En camino,224.08
2024-02-04,Shampoo,Cuidado Personal,1,61.59,Cliente_37,Mérida,Transferencia,Entregado,61.59
2024-08-03,Pan,Alimentos,5,30.13,Cliente_6,CDMX,Efectivo,En camino,150.65
2024-03-05,Cereal,Alimentos,7,58.41,Cliente_7,Toluca,Efectivo,Cancelado,408.87
2024-01-08,Pan,Alimentos,7,18.96,Cliente_96,Mérida,PayPal,Cancelado,132.72
2024-10-27,Papel Higiénico,Hogar,3,100.54,Cliente_96,Mérida,Efectivo,Entregado,301.62
2024-12-08,Papel Higiénico,Hogar,2,130.53,Cliente_25,Puebla,PayPal,Cancelado,261.06
2024-11-27,Refresco,Bebidas,2,39.96,Cliente_33,Mérida,PayPal,En camino,79.92
2024-03-16,Arroz,Despensa,3,50.66,Cliente_55,Mérida,Transferencia,Cancelado,151.98
2024-06-22,Licuadora,Electrónica,6,1822.09,Cliente_58,CDMX,Efectivo,Entregado,10932.54
2024-02-16,Leche,Alimentos,2,34.48,Cliente_7,CDMX,Efectivo,Cancelado,68.96
2024-01-15,Refresco,Bebidas,4,45.51,Cliente_57,Querétaro,PayPal,En camino,182.04
2024-12-26,Detergente,Limpieza,1,114.78,Cliente_12,Toluca,PayPal,Entregado,114.78
2024-05-26,Leche,Alimentos,7,36.4,Cliente_16,Monterrey,Tarjeta,En camino,254.8
2024-01-26,Televisión,Electrónica,7,12579.06,Cliente_80,Guadalajara,Tarjeta,Entregado,88053.42
2024-11-03,Shampoo,Cuidado Personal,4,76.48,Cliente_43,Monterrey,PayPal,Cancelado,305.92
2024-04-02,Detergente,Limpieza,2,137.86,Cliente_100,Toluca,Tarjeta,Entregado,275.72
2024-08-19,Detergente,Limpieza,7,116.85,Cliente_77,Guadalajara,Tarjeta,Entregado,817.95
2024-01-21,Refresco,Bebidas,5,35.47,Cliente_7,Monterrey,PayPal,Cancelado,177.35
2024-11-02,Arroz,Despensa,1,48.62,Cliente_100,Querétaro,PayPal,En camino,48.62
2024-02-07,Refresco,Bebidas,1,34.61,Cliente_51,Guadalajara,Efectivo,Cancelado,34.61
2024-10-02,Televisión,Electrónica,7,12050.73,Cliente_73,CDMX,PayPal,Entregado,84355.11
2024-06-05,Cereal,Alimentos,3,69.9,Cliente_32,Monterrey,PayPal,Cancelado,209.7
2024-06-27,Cereal,Alimentos,7,81.4,Cliente_75,Guadalajara,Transferencia,Entregado,569.8
2024-05-11,Arroz,Despensa,3,48.2,Cliente_8,Querétaro,Efectivo,Cancelado,144.6
2024-11-06,Televisión,Electrónica,7,11954.95,Cliente_97,Mérida,Efectivo,Cancelado,83684.65
2024-12-13,Arroz,Despensa,5,50.52,Cliente_87,Guadalajara,Efectivo,En camino,252.6
2024-01-28,Pan,Alimentos,6,33.84,Cliente_89,Guadalajara,Transferencia,Entregado,203.04
2024-09-16,Cereal,Alimentos,1,75.86,Cliente_72,Querétaro,PayPal,En camino,75.86
2024-03-16,Detergente,Limpieza,7,120.19,Cliente_45,Mérida,Efectivo,Entregado,841.33
2024-03-07,Licuadora,Electrónica,5,1445.8,Cliente_86,Monterrey,Efectivo,Cancelado,7229.0
2024-12-07,Shampoo,Cuidado Personal,3,71.42,Cliente_59,Puebla,Tarjeta,Entregado,214.26
2024-07-12,Televisión,Electrónica,3,11450.6,Cliente_4,Monterrey,Efectivo,En camino,34351.8
2024-06-10,Leche,Alimentos,1,31.8,Cliente_67,Mérida,PayPal,En camino,31.8
2024-12-12,Arroz,Despensa,4,43.74,Cliente_29,Toluca,PayPal,En camino,174.96
2024-12-26,Shampoo,Cuidado Personal,7,85.72,Cliente_29,Querétaro,Tarjeta,Entregado,600.04
2024-09-13,Leche,Alimentos,2,37.78,Cliente_98,Monterrey,Efectivo,En camino,75.56
2024-03-12,Shampoo,Cuidado Personal,3,84.1,Cliente_98,Guadalajara,Efectivo,En camino,252.3
2024-03-27,Licuadora,Electrónica,6,1931.36,Cliente_28,Querétaro,Efectivo,En camino,11588.16
2024-09-18,Leche,Alimentos,6,35.34,Cliente_77,CDMX,Transferencia,Cancelado,212.04
2024-08-01,Refresco,Bebidas,3,28.15,Cliente_79,Mérida,Efectivo,Cancelado,84.45
2024-06-01,Papel Higiénico,Hogar,4,81.61,Cliente_87,Monterrey,PayPal,Entregado,326.44
2024-07-28,Refresco,Bebidas,4,39.14,Cliente_44,Querétaro,PayPal,Entregado,156.56
2024-03-01,Cereal,Alimentos,5,57.3,Cliente_90,Monterrey,Transferencia,En camino,286.5
2024-09-24,Papel Higiénico,Hogar,6,103.55,Cliente_4,Querétaro,Transferencia,Cancelado,621.3
2024-09-18,Refresco,Bebidas,5,49.18,Cliente_90,Guadalajara,Efectivo,En camino,245.9
2024-08-05,Papel Higiénico,Hogar,6,112.37,Cliente_9,CDMX,Tarjeta,En camino,674.22
2024-10-09,Papel Higiénico,Hogar,7,91.96,Cliente_5,CDMX,Transferencia,Cancelado,643.72
2024-05-15,Detergente,Limpieza,7,146.83,Cliente_56,Toluca,Transferencia,Cancelado,1027.81
2024-12-27,Arroz,Despensa,2,46.0,Cliente_96,Querétaro,Efectivo,Cancelado,92.0
2024-04-02,Arroz,Despensa,7,42.72,Cliente_84,Monterrey,Efectivo,Entregado,299.04
2024-04-18,Detergente,Limpieza,2,108.96,Cliente_50,CDMX,Transferencia,Entregado,217.92
2024-08-28,Shampoo,Cuidado Personal,7,81.14,Cliente_75,Mérida,Tarjeta,En camino,567.98
2024-12-20,Pan,Alimentos,1,26.37,Cliente_15,CDMX,Transferencia,Entregado,26.37
2024-05-21,Shampoo,Cuidado Personal,7,87.17,Cliente_32,Puebla,Efectivo,Cancelado,610.19
2024-10-17,Leche,Alimentos,5,35.84,Cliente_28,Puebla,Efectivo,Cancelado,179.2
2024-08-24,Leche,Alimentos,3,35.02,Cliente_22,CDMX,Transferencia,Entregado,105.06
2024-12-05,Papel Higiénico,Hogar,5,101.23,Cliente_17,Querétaro,Tarjeta,En camino,506.15
2024-11-07,Refresco,Bebidas,3,47.14,Cliente_59,Toluca,Transferencia,En camino,141.42
2024-06-25,Refresco,Bebidas,4,45.7,Cliente_90,CDMX,Transferencia,Entregado,182.8
2024-05-20,Arroz,Despensa,5,34.98,Cliente_71,Guadalajara,Efectivo,En camino,174.9
2024-07-07,Televisión,Electrónica,4,7402.94,Cliente_57,Monterrey,Tarjeta,En camino,29611.76
2024-02-18,Shampoo,Cuidado Personal,2,96.91,Cliente_26,Toluca,PayPal,En camino,193.82
2024-10-28,Cereal,Alimentos,2,55.65,Cliente_25,Guadalajara,Tarjeta,Cancelado,111.3
2024-07-08,Licuadora,Electrónica,1,1739.31,Cliente_10,Toluca,Transferencia,Cancelado,1739.31
2024-05-15,Refresco,Bebidas,7,32.98,Cliente_45,Guadalajara,Transferencia,Entregado,230.86
2024-02-12,Licuadora,Electrónica,5,1313.47,Cliente_83,Monterrey,Transferencia,Cancelado,6567.35
2024-12-18,Papel Higiénico,Hogar,4,102.72,Cliente_11,Monterrey,Tarjeta,En camino,410.88
2024-03-30,Licuadora,Electrónica,3,2004.97,Cliente_77,Puebla,Efectivo,Cancelado,6014.91
2024-10-21,Cereal,Alimentos,2,63.95,Cliente_53,Querétaro,Transferencia,Entregado,127.9
2024-12-06,Detergente,Limpieza,7,73.36,Cliente_72,Guadalajara,Transferencia,Cancelado,513.52
2024-09-01,Cereal,Alimentos,2,64.26,Cliente_68,Puebla,Tarjeta,En camino,128.52
2024-07-10,Licuadora,Electrónica,3,1905.79,Cliente_95,Guadalajara,PayPal,En camino,5717.37
2024-11-13,Cereal,Alimentos,7,54.47,Cliente_28,Puebla,PayPal,Entregado,381.29
2024-04-15,Pan,Alimentos,7,28.77,Cliente_75,Monterrey,Efectivo,Cancelado,201.39
2024-12-28,Papel Higiénico,Hogar,4,94.78,Cliente_65,Toluca,Efectivo,Cancelado,379.12
2024-11-05,Shampoo,Cuidado Personal,4,92.39,Cliente_49,Mérida,Transferencia,Cancelado,369.56
2024-08-20,Detergente,Limpieza,5,122.15,Cliente_47,Puebla,Tarjeta,En camino,610.75
2024-09-21,Refresco,Bebidas,5,34.16,Cliente_52,Guadalajara,Transferencia,Entregado,170.8
2024-12-09,Leche,Alimentos,6,41.28,Cliente_88,Guadalajara,Efectivo,Cancelado,247.68
2024-02-06,Shampoo,Cuidado Personal,6,82.98,Cliente_54,Mérida,Tarjeta,En camino,497.88
2024-10-31,Leche,Alimentos,1,34.86,Cliente_60,Querétaro,Tarjeta,En camino,34.86
2024-02-10,Papel Higiénico,Hogar,2,81.7,Cliente_57,Monterrey,Efectivo,En camino,163.4
2024-01-17,Detergente,Limpieza,5,112.02,Cliente_47,Guadalajara,PayPal,Cancelado,560.1
2024-12-09,Arroz,Despensa,4,39.03,Cliente_31,CDMX,PayPal,Cancelado,156.12
2024-10-03,Refresco,Bebidas,3,38.96,Cliente_46,Toluca,Tarjeta,Cancelado,116.88
2024-11-02,Pan,Alimentos,4,35.19,Cliente_26,Puebla,Transferencia,Cancelado,140.76
2024-02-28,Arroz,Despensa,2,35.74,Cliente_5,Querétaro,PayPal,Cancelado,71.48
2024-07-01,Papel Higiénico,Hogar,6,72.01,Cliente_84,Mérida,Transferencia,Cancelado,432.06
2024-02-10,Shampoo,Cuidado Personal,4,103.76,Cliente_52,Toluca,PayPal,Cancelado,415.04
2024-02-08,Pan,Alimentos,1,27.12,Cliente_75,Monterrey,PayPal,Cancelado,27.12
2024-07-10,Cereal,Alimentos,2,62.97,Cliente_54,Querétaro,Transferencia,Cancelado,125.94
2024-09-23,Licuadora,Electrónica,6,2080.77,Cliente_33,Puebla,Efectivo,En camino,12484.62
2024-05-26,Pan,Alimentos,3,25.46,Cliente_50,Puebla,PayPal,Cancelado,76.38
2024-11-28,Papel Higiénico,Hogar,6,121.02,Cliente_38,Mérida,PayPal,Entregado,726.12
2024-05-06,Televisión,Electrónica,7,13220.27,Cliente_27,CDMX,Transferencia,En camino,92541.89
2024-02-15,Licuadora,Electrónica,1,1668.26,Cliente_98,Mérida,Efectivo,Cancelado,1668.26
2024-02-14,Leche,Alimentos,2,46.33,Cliente_15,Monterrey,PayPal,Entregado,92.66
2024-01-01,Refresco,Bebidas,3,36.37,Cliente_96,Querétaro,PayPal,Cancelado,109.11
2024-06-16,Leche,Alimentos,1,38.9,Cliente_61,Querétaro,Efectivo,Entregado,38.9
2024-04-17,Pan,Alimentos,6,29.26,Cliente_21,Guadalajara,PayPal,Entregado,175.56
2024-01-19,Leche,Alimentos,1,41.83,Cliente_46,CDMX,Efectivo,Entregado,41.83
2024-11-27,Papel Higiénico,Hogar,2,117.25,Cliente_69,CDMX,Efectivo,Entregado,234.5
2024-03-12,Cereal,Alimentos,5,70.34,Cliente_6,Querétaro,Transferencia,En camino,351.7
2024-04-18,Shampoo,Cuidado Personal,1,75.39,Cliente_38,Querétaro,Tarjeta,En camino,75.39
2024-09-24,Refresco,Bebidas,7,42.76,Cliente_62,Toluca,Efectivo,Entregado,299.32
2024-08-27,Leche,Alimentos,1,31.44,Cliente_86,Toluca,Transferencia,Cancelado,31.44
2024-10-27,Leche,Alimentos,6,45.57,Cliente_62,Toluca,Tarjeta,Entregado,273.42
2024-03-30,Pan,Alimentos,6,28.57,Cliente_82,CDMX,PayPal,En camino,171.42
2024-04-12,Shampoo,Cuidado Personal,3,80.34,Cliente_78,Guadalajara,Tarjeta,Cancelado,241.02
2024-09-06,Arroz,Despensa,6,46.25,Cliente_74,Puebla,Efectivo,En camino,277.5
2024-01-08,Leche,Alimentos,4,27.93,Cliente_46,Toluca,Efectivo,En camino,111.72
2024-06-01,Papel Higiénico,Hogar,2,81.15,Cliente_13,Guadalajara,Efectivo,Cancelado,162.3
2024-12-12,Televisión,Electrónica,2,14160.75,Cliente_95,Mérida,Efectivo,Entregado,28321.5
2024-06-22,Refresco,Bebidas,5,36.06,Cliente_94,Monterrey,Efectivo,Entregado,180.3
2024-12-08,Leche,Alimentos,5,29.5,Cliente_3,Toluca,Transferencia,Entregado,147.5
2024-06-06,Papel Higiénico,Hogar,2,102.65,Cliente_94,Mérida,Efectivo,Entregado,205.3
2024-08-02,Papel Higiénico,Hogar,7,111.9,Cliente_6,Puebla,Transferencia,Cancelado,783.3
2024-06-25,Refresco,Bebidas,5,44.31,Cliente_93,Monterrey,PayPal,Cancelado,221.55
2024-06-23,Arroz,Despensa,3,51.72,Cliente_8,Monterrey,Efectivo,Cancelado,155.16
2024-12-05,Papel Higiénico,Hogar,6,84.22,Cliente_44,Puebla,Efectivo,En camino,505.32
2024-12-03,Televisión,Electrónica,2,9440.74,Cliente_33,Toluca,Tarjeta,Cancelado,18881.48
2024-05-25,Papel Higiénico,Hogar,5,116.39,Cliente_81,CDMX,PayPal,Entregado,581.95
2024-11-19,Papel Higiénico,Hogar,2,90.4,Cliente_75,Puebla,Efectivo,En camino,180.8
2024-06-09,Papel Higiénico,Hogar,4,91.43,Cliente_77,Puebla,Efectivo,Entregado,365.72
2024-05-06,Cereal,Alimentos,1,83.95,Cliente_50,Puebla,PayPal,Entregado,83.95
2024-03-22,Cereal,Alimentos,6,75.84,Cliente_11,Monterrey,Transferencia,Cancelado,455.04
2024-05-26,Arroz,Despensa,2,48.08,Cliente_95,Guadalajara,Efectivo,Cancelado,96.16
2024-08-26,Leche,Alimentos,1,46.37,Cliente_28,Mérida,Tarjeta,Entregado,46.37
2024-03-24,Papel Higiénico,Hogar,5,85.83,Cliente_70,CDMX,Efectivo,Entregado,429.15
2024-04-22,Shampoo,Cuidado Personal,1,96.83,Cliente_41,Toluca,Tarjeta,En camino,96.83
2024-08-12,Leche,Alimentos,6,35.3,Cliente_16,Toluca,Tarjeta,Cancelado,211.8
2024-11-27,Arroz,Despensa,2,46.81,Cliente_68,Mérida,Efectivo,En camino,93.62
2024-08-30,Detergente,Limpieza,4,147.51,Cliente_99,Guadalajara,Efectivo,En camino,590.04
2024-05-22,Leche,Alimentos,7,37.67,Cliente_48,Puebla,Tarjeta,En camino,263.69
2024-02-10,Leche,Alimentos,5,37.83,Cliente_56,CDMX,PayPal,Entregado,189.15
2024-09-14,Licuadora,Electrónica,2,2089.58,Cliente_64,Toluca,PayPal,En camino,4179.16
2024-10-11,Pan,Alimentos,6,26.47,Cliente_59,Mérida,Efectivo,En camino,158.82
2024-04-14,Licuadora,Electrónica,5,1573.41,Cliente_90,Querétaro,Transferencia,Entregado,7867.05
2024-07-20,Televisión,Electrónica,3,10119.34,Cliente_62,Mérida,PayPal,Cancelado,30358.02
2024-11-02,Cereal,Alimentos,1,49.35,Cliente_76,Toluca,Efectivo,Cancelado,49.35
2024-11-26,Cereal,Alimentos,7,91.59,Cliente_11,Puebla,PayPal,En camino,641.13
2024-09-22,Pan,Alimentos,6,23.37,Cliente_89,Querétaro,Transferencia,Entregado,140.22
2024-07-28,Refresco,Bebidas,3,38.67,Cliente_18,Guadalajara,Efectivo,Cancelado,116.01
2024-02-20,Refresco,Bebidas,2,38.34,Cliente_19,CDMX,Transferencia,En camino,76.68
2024-04-27,Arroz,Despensa,4,47.07,Cliente_87,Guadalajara,Efectivo,En camino,188.28
2024-07-19,Pan,Alimentos,5,31.43,Cliente_55,Guadalajara,Transferencia,Entregado,157.15
2024-02-08,Leche,Alimentos,1,39.52,Cliente_82,Mérida,PayPal,En camino,39.52
2024-01-28,Refresco,Bebidas,5,36.5,Cliente_26,CDMX,PayPal,Cancelado,182.5
2024-09-15,Papel Higiénico,Hogar,7,92.62,Cliente_6,CDMX,Transferencia,Entregado,648.34
2024-03-24,Shampoo,Cuidado Personal,2,88.6,Cliente_4,Toluca,Transferencia,Cancelado,177.2
2024-06-03,Leche,Alimentos,5,33.69,Cliente_29,Toluca,Transferencia,Cancelado,168.45
2024-04-26,Televisión,Electrónica,1,14893.22,Cliente_59,CDMX,Efectivo,Cancelado,14893.22
2024-01-02,Papel Higiénico,Hogar,2,102.0,Cliente_98,Querétaro,PayPal,En camino,204.0
2024-04-02,Papel Higiénico,Hogar,5,105.47,Cliente_17,Monterrey,Efectivo,En camino,527.35
2024-06-14,Pan,Alimentos,4,30.78,Cliente_43,Toluca,PayPal,Cancelado,123.12
2024-12-15,Arroz,Despensa,6,52.92,Cliente_80,Monterrey,Tarjeta,Cancelado,317.52
